iteration,writer_exception,reader_exception,assertions_ok,save_ms,traverse_latency_ms,prims_traversed
696,,,True,83.5,81.46,31970
697,,,True,95.49,83.93,31980
698,,,True,97.95,64.06,31990
699,,,True,91.81,87.65,32000
700,,,True,96.17,85.72,32010
701,,,True,111.31,82.29,32020
702,,,True,110.93,78.08,32030
703,,,True,95.88,85.38,32040
704,,,True,89.94,83.81,32050
705,,,True,106.02,75.42,32060
706,,,True,102.26,77.3,32070
707,,,True,106.07,81.42,32080
708,,,True,90.44,80.75,32090
709,,,True,112.19,88.95,32100
710,,,True,113.67,84.09,32110
711,,,True,96.45,83.65,32120
712,,,True,95.51,80.18,32130
713,,,True,114.04,80.06,32140
714,,,True,104.35,81.88,32150
715,,,True,105.88,79.01,32160
716,,,True,90.4,81.67,32170
717,,,True,93.71,89.05,32180
718,,,True,107.92,85.46,32190
719,,,True,103.54,83.35,32200
720,,,True,100.63,76.58,32210
721,,,True,82.65,75.78,32220
722,,,True,100.21,82.58,32230
723,,,True,115.84,86.64,32240
724,,,True,93.24,75.46,32250
725,,,True,98.75,78.5,32260
726,,,True,99.21,80.57,32270
727,,,True,100.6,80.23,32280
728,,,True,101.54,79.61,32290
729,,,True,108.08,76.68,32300
730,,,True,93.74,82.23,32310
731,,,True,91.03,86.82,32320
732,,,True,102.33,80.65,32330
733,,,True,98.54,82.78,32340
734,,,True,108.32,75.26,32350
735,,,True,105.79,85.83,32360
736,,,True,86.01,85.48,32370
737,,,True,108.37,81.6,32380
738,,,True,93.74,85.45,32390
739,,,True,108.05,82.6,32400
740,,,True,107.71,83.84,32410
741,,,True,96.45,77.82,32420
742,,,True,90.39,81.77,32430
743,,,True,117.44,87.02,32440
744,,,True,110.19,81.86,32450
745,,,True,139.73,86.71,32460
746,,,True,131.0,82.81,32470
747,,,True,113.36,82.4,32480
748,,,True,105.37,75.83,32490
749,,,True,92.32,73.97,32500
750,,,True,105.25,81.49,32510
751,,,True,91.49,84.81,32520
752,,,True,90.76,82.41,32530
753,,,True,96.59,79.59,32540
754,,,True,100.13,75.02,32550
755,,,True,93.19,87.08,32560
756,,,True,95.78,80.41,32570
757,,,True,104.13,78.59,32580
758,,,True,128.7,85.58,32590
759,,,True,98.91,80.35,32600
760,,,True,100.64,80.85,32610
761,,,True,103.32,70.98,32620
762,,,True,89.36,88.7,32630
763,,,True,99.16,86.19,32640
764,,,True,122.07,81.95,32650
765,,,True,103.7,89.62,32660
766,,,True,100.69,81.73,32670
767,,,True,105.07,85.15,32680
768,,,True,122.37,91.35,32690
769,,,True,125.91,89.74,32700
770,,,True,95.36,75.6,32710
771,,,True,100.94,84.42,32720
772,,,True,110.61,90.24,32730
773,,,True,100.08,81.94,32740
774,,,True,128.05,90.85,32750
775,,,True,93.76,74.88,32760
776,,,True,102.14,91.37,32770
777,,,True,121.79,84.44,32780
778,,,True,111.31,94.88,32790
779,,,True,104.26,75.71,32800
780,,,True,99.85,87.87,32810
781,,,True,99.71,84.08,32820
782,,,True,73.92,80.48,32830
783,,,True,93.03,83.0,32840
784,,,True,109.12,76.71,32850
785,,,True,93.6,90.57,32860
786,,,True,106.28,89.61,32870
787,,,True,110.97,83.69,32880
788,,,True,97.64,82.52,32890
789,,,True,95.61,81.36,32900
790,,,True,114.63,88.13,32910
791,,,True,101.01,88.36,32920
792,,,True,109.59,85.58,32930
793,,,True,112.08,86.16,32940
794,,,True,100.87,85.57,32950
795,,,True,101.78,81.07,32960
796,,,True,98.1,84.02,32970
797,,,True,108.32,82.32,32980
798,,,True,117.66,87.19,32990
799,,,True,98.42,85.16,33000
800,,,True,103.78,81.9,33010
801,,,True,120.33,89.33,33020
802,,,True,112.75,80.67,33030
803,,,True,101.16,84.1,33040
804,,,True,117.46,79.93,33050
805,,,True,97.87,89.24,33060
806,,,True,85.01,83.42,33070
807,,,True,122.63,174.72,33080
808,,,True,94.86,94.59,33090
809,,,True,98.31,84.41,33100
810,,,True,92.86,86.51,33110
811,,,True,106.53,92.62,33120
812,,,True,118.27,91.11,33130
813,,,True,89.13,85.15,33140
814,,,True,97.53,95.46,33150
815,,,True,106.01,85.26,33160
816,,,True,94.78,84.27,33170
817,,,True,110.14,88.34,33180
818,,,True,124.48,84.78,33190
819,,,True,120.4,84.6,33200
820,,,True,112.12,79.78,33210
821,,,True,100.57,88.87,33220
822,,,True,102.18,86.22,33230
823,,,True,92.92,82.65,33240
824,,,True,105.5,87.11,33250
825,,,True,108.9,83.05,33260
826,,,True,105.31,86.62,33270
827,,,True,123.76,89.48,33280
828,,,True,122.44,176.59,33290
829,,,True,98.46,77.22,33300
830,,,True,115.84,90.8,33310
831,,,True,117.42,90.04,33320
832,,,True,105.4,84.06,33330
833,,,True,123.32,80.87,33340
834,,,True,106.74,87.22,33350
835,,,True,112.21,82.4,33360
836,,,True,117.17,81.78,33370
837,,,True,104.41,87.0,33380
838,,,True,102.02,83.41,33390
839,,,True,101.06,82.7,33400
840,,,True,108.79,89.43,33410
841,,,True,129.2,93.13,33420
842,,,True,121.63,93.0,33430
843,,,True,98.83,94.22,33440
844,,,True,99.07,82.6,33450
845,,,True,103.59,83.71,33460
846,,,True,111.75,81.64,33470
847,,,True,91.29,93.79,33480
848,,,True,95.74,85.26,33490
849,,,True,121.09,81.58,33500
850,,,True,92.44,89.01,33510
851,,,True,101.13,86.76,33520
852,,,True,107.15,84.67,33530
853,,,True,117.34,88.34,33540
854,,,True,94.28,91.87,33550
855,,,True,101.37,89.75,33560
856,,,True,112.73,87.92,33570
857,,,True,114.09,92.16,33580
858,,,True,96.36,92.94,33590
859,,,True,124.15,92.13,33600
860,,,True,89.0,93.6,33610
861,,,True,99.87,76.53,33620
862,,,True,184.07,98.96,33630
863,,,True,121.46,85.48,33640
864,,,True,114.94,82.51,33650
865,,,True,98.87,91.72,33660
866,,,True,121.65,92.83,33670
867,,,True,108.92,87.39,33680
868,,,True,110.54,86.65,33690
869,,,True,106.97,83.41,33700
870,,,True,129.11,87.6,33710
871,,,True,109.07,78.88,33720
872,,,True,108.69,85.73,33730
873,,,True,99.18,92.54,33740
874,,,True,115.44,89.74,33750
875,,,True,100.94,92.71,33760
876,,,True,98.33,92.89,33770
877,,,True,95.42,84.19,33780
878,,,True,121.61,95.9,33790
879,,,True,101.16,90.62,33800
880,,,True,116.01,90.56,33810
881,,,True,93.48,89.04,33820
882,,,True,101.1,90.95,33830
883,,,True,95.69,87.28,33840
884,,,True,119.27,81.46,33850
885,,,True,105.24,89.67,33860
886,,,True,125.65,87.43,33870
887,,,True,124.78,86.23,33880
888,,,True,124.38,94.84,33890
889,,,True,100.16,87.08,33900
890,,,True,101.98,83.86,33910
891,,,True,109.1,89.11,33920
892,,,True,103.58,86.61,33930
893,,,True,119.03,90.44,33940
894,,,True,112.14,88.6,33950
895,,,True,97.0,92.13,33960
896,,,True,112.31,92.74,33970
897,,,True,101.29,86.79,33980
898,,,True,106.77,86.35,33990
899,,,True,115.66,89.66,34000
900,,,True,94.95,90.01,34010
901,,,True,106.33,83.4,34020
902,,,True,101.08,91.44,34030
903,,,True,112.13,93.99,34040
904,,,True,123.23,91.19,34050
905,,,True,103.0,93.1,34060
906,,,True,115.7,85.42,34070
907,,,True,118.37,90.71,34080
908,,,True,110.93,91.14,34090
909,,,True,98.18,82.82,34100
910,,,True,106.76,91.66,34110
911,,,True,112.7,89.74,34120
912,,,True,101.21,80.5,34130
913,,,True,110.23,84.07,34140
914,,,True,101.79,85.56,34150
915,,,True,106.27,92.2,34160
916,,,True,136.16,93.99,34170
917,,,True,124.1,97.92,34180
918,,,True,100.18,89.31,34190
919,,,True,114.04,87.74,34200
920,,,True,97.52,83.48,34210
921,,,True,121.46,92.71,34220
922,,,True,120.58,84.29,34230
923,,,True,103.42,90.32,34240
924,,,True,100.76,87.68,34250
925,,,True,115.84,87.35,34260
926,,,True,120.22,93.13,34270
927,,,True,102.13,94.04,34280
928,,,True,106.17,86.94,34290
929,,,True,108.4,88.14,34300
930,,,True,112.16,91.72,34310
931,,,True,122.57,89.34,34320
932,,,True,131.75,94.05,34330
933,,,True,108.07,91.12,34340
934,,,True,116.33,87.78,34350
935,,,True,114.43,92.24,34360
936,,,True,105.63,97.9,34370
937,,,True,110.65,89.02,34380
938,,,True,108.96,90.22,34390
939,,,True,111.38,93.32,34400
940,,,True,117.08,93.77,34410
941,,,True,97.11,95.88,34420
942,,,True,127.43,90.42,34430
943,,,True,123.32,92.29,34440
944,,,True,136.12,94.03,34450
945,,,True,102.98,99.75,34460
946,,,True,107.58,94.78,34470
947,,,True,103.33,94.98,34480
948,,,True,108.27,85.58,34490
949,,,True,114.1,94.4,34500
950,,,True,108.36,87.44,34510
951,,,True,113.52,91.32,34520
952,,,True,102.64,89.38,34530
953,,,True,102.18,85.14,34540
954,,,True,121.01,96.0,34550
955,,,True,112.47,95.05,34560
956,,,True,104.68,91.76,34570
957,,,True,114.89,94.42,34580
958,,,True,120.12,98.39,34590
959,,,True,107.7,94.3,34600
960,,,True,114.53,93.59,34610
961,,,True,136.24,92.85,34620
962,,,True,109.38,94.89,34630
963,,,True,115.73,95.11,34640
964,,,True,136.2,97.22,34650
965,,,True,100.75,84.2,34660
966,,,True,108.07,94.2,34670
967,,,True,112.02,91.89,34680
968,,,True,120.16,92.25,34690
969,,,True,97.76,99.36,34700
970,,,True,129.85,82.34,34710
971,,,True,104.39,95.63,34720
972,,,True,108.85,92.14,34730
973,,,True,110.62,86.15,34740
974,,,True,96.5,92.85,34750
975,,,True,127.57,98.16,34760
976,,,True,122.85,89.85,34770
977,,,True,124.32,92.58,34780
978,,,True,91.55,103.36,34790
979,,,True,114.87,92.05,34800
980,,,True,109.71,98.38,34810
981,,,True,104.2,99.61,34820
982,,,True,107.53,95.7,34830
983,,,True,98.26,84.95,34840
984,,,True,108.96,93.72,34850
985,,,True,102.01,94.54,34860
986,,,True,105.17,98.98,34870
987,,,True,103.29,84.22,34880
988,,,True,139.45,99.62,34890
989,,,True,110.5,97.93,34900
990,,,True,144.36,95.91,34910
991,,,True,133.08,98.3,34920
992,,,True,114.89,90.58,34930
993,,,True,108.49,92.95,34940
994,,,True,107.67,85.83,34950
995,,,True,121.87,92.79,34960
996,,,True,109.49,87.18,34970
997,,,True,110.92,97.93,34980
998,,,True,112.97,92.83,34990
999,,,True,115.24,96.13,35000
1000,,,True,117.87,98.44,35010
1001,,,True,115.25,94.53,35020
1002,,,True,117.93,94.15,35030
1003,,,True,117.93,103.3,35040
1004,,,True,110.87,91.92,35050
1005,,,True,137.17,97.59,35060
1006,,,True,113.94,91.75,35070
1007,,,True,108.05,89.98,35080
1008,,,True,109.71,93.87,35090
1009,,,True,98.21,98.75,35100
1010,,,True,120.82,95.83,35110
1011,,,True,109.4,96.34,35120
1012,,,True,108.39,94.98,35130
1013,,,True,131.27,101.35,35140
1014,,,True,113.16,97.57,35150
1015,,,True,130.8,100.48,35160
1016,,,True,141.17,98.49,35170
1017,,,True,100.68,96.9,35180
1018,,,True,111.23,89.8,35190
1019,,,True,110.36,92.38,35200
1020,,,True,116.48,93.59,35210
1021,,,True,108.61,101.54,35220
1022,,,True,110.99,95.58,35230
1023,,,True,109.14,192.86,35240
1024,,,True,110.94,97.68,35250
1025,,,True,105.9,96.89,35260
1026,,,True,106.26,82.77,35270
1027,,,True,112.51,92.27,35280
1028,,,True,148.09,90.62,35290
1029,,,True,127.39,102.68,35300
1030,,,True,126.39,95.72,35310
1031,,,True,114.12,102.35,35320
1032,,,True,107.66,100.45,35330
1033,,,True,104.19,101.95,35340
1034,,,True,117.84,98.66,35350
1035,,,True,118.63,100.07,35360
1036,,,True,113.78,100.29,35370
1037,,,True,123.43,103.54,35380
1038,,,True,119.51,100.35,35390
1039,,,True,113.99,102.67,35400
1040,,,True,105.99,98.15,35410
1041,,,True,126.28,102.19,35420
1042,,,True,110.64,96.28,35430
1043,,,True,112.13,98.91,35440
1044,,,True,105.21,101.06,35450
1045,,,True,151.79,91.99,35460
1046,,,True,126.22,99.2,35470
1047,,,True,143.5,93.74,35480
1048,,,True,108.48,98.44,35490
1049,,,True,105.07,97.15,35500
1050,,,True,104.98,104.15,35510
1051,,,True,117.74,102.27,35520
1052,,,True,114.6,97.85,35530
1053,,,True,132.61,97.25,35540
1054,,,True,103.75,103.06,35550
1055,,,True,126.26,102.8,35560
1056,,,True,138.54,97.3,35570
1057,,,True,122.87,99.23,35580
1058,,,True,133.22,105.59,35590
1059,,,True,109.08,96.52,35600
1060,,,True,123.44,96.49,35610
1061,,,True,129.36,106.57,35620
1062,,,True,133.04,108.25,35630
1063,,,True,131.01,103.08,35640
1064,,,True,108.31,100.42,35650
1065,,,True,121.57,104.23,35660
1066,,,True,112.91,99.12,35670
1067,,,True,109.59,102.07,35680
1068,,,True,136.19,105.29,35690
1069,,,True,111.01,95.25,35700
1070,,,True,111.81,101.55,35710
1071,,,True,119.26,96.15,35720
1072,,,True,118.92,98.77,35730
1073,,,True,101.31,101.7,35740
1074,,,True,110.22,99.24,35750
1075,,,True,105.01,105.42,35760
1076,,,True,113.57,105.54,35770
1077,,,True,118.96,90.5,35780
1078,,,True,140.42,99.05,35790
1079,,,True,119.61,108.05,35800
1080,,,True,108.95,92.8,35810
1081,,,True,127.42,100.81,35820
1082,,,True,113.87,101.11,35830
1083,,,True,125.45,103.89,35840
1084,,,True,114.45,96.68,35850
1085,,,True,126.79,99.24,35860
1086,,,True,115.35,107.08,35870
1087,,,True,115.09,101.16,35880
1088,,,True,156.14,90.49,35890
1089,,,True,126.47,99.89,35900
1090,,,True,138.37,103.08,35910
1091,,,True,137.26,105.7,35920
1092,,,True,127.03,97.52,35930
1093,,,True,123.97,95.51,35940
1094,,,True,116.31,99.32,35950
1095,,,True,128.8,104.86,35960
1096,,,True,132.57,104.93,35970
1097,,,True,118.28,109.25,35980
1098,,,True,134.83,102.41,35990
1099,,,True,129.36,104.1,36000
1100,,,True,120.95,102.41,36010
1101,,,True,128.18,95.91,36020
1102,,,True,155.83,104.5,36030
1103,,,True,138.08,103.2,36040
1104,,,True,113.52,104.36,36050
1105,,,True,127.71,100.66,36060
1106,,,True,121.11,96.25,36070
1107,,,True,123.18,103.43,36080
1108,,,True,132.5,102.78,36090
1109,,,True,113.76,94.62,36100
1110,,,True,128.07,97.86,36110
1111,,,True,121.05,102.71,36120
1112,,,True,143.09,103.98,36130
1113,,,True,118.86,100.01,36140
1114,,,True,137.7,104.16,36150
1115,,,True,108.37,102.56,36160
1116,,,True,124.63,210.48,36170
1117,,,True,108.2,103.54,36180
1118,,,True,114.59,98.63,36190
1119,,,True,126.09,102.49,36200
1120,,,True,128.06,103.89,36210
1121,,,True,117.51,105.37,36220
1122,,,True,115.82,109.15,36230
1123,,,True,119.53,107.54,36240
1124,,,True,120.4,104.98,36250
1125,,,True,112.09,106.86,36260
1126,,,True,135.05,100.45,36270
1127,,,True,128.61,100.88,36280
1128,,,True,114.67,107.06,36290
1129,,,True,118.86,95.67,36300
1130,,,True,147.72,99.92,36310
1131,,,True,130.76,107.82,36320
1132,,,True,136.9,96.62,36330
1133,,,True,116.63,104.32,36340
1134,,,True,114.14,93.13,36350
1135,,,True,128.18,99.82,36360
1136,,,True,119.36,77.74,36370
1137,,,True,119.11,97.59,36380
1138,,,True,119.55,99.92,36390
1139,,,True,78.74,103.63,36400
1140,,,True,76.67,75.26,36410
1141,,,True,112.99,101.4,36420
1142,,,True,131.6,89.08,36430
1143,,,True,108.03,109.27,36440
1144,,,True,116.79,98.06,36450
1145,,,True,137.27,107.35,36460
1146,,,True,112.0,108.6,36470
1147,,,True,128.15,101.68,36480
1148,,,True,125.64,109.01,36490
1149,,,True,139.19,103.59,36500
1150,,,True,122.06,106.98,36510
1151,,,True,110.04,108.09,36520
1152,,,True,111.62,102.85,36530
1153,,,True,133.92,101.98,36540
1154,,,True,148.71,103.54,36550
1155,,,True,123.86,97.02,36560
1156,,,True,120.11,101.12,36570
1157,,,True,135.56,110.4,36580
1158,,,True,113.88,98.52,36590
1159,,,True,122.42,103.4,36600
1160,,,True,119.11,107.73,36610
1161,,,True,135.75,101.35,36620
1162,,,True,127.64,103.5,36630
1163,,,True,125.3,103.9,36640
1164,,,True,127.87,105.33,36650
1165,,,True,127.96,107.04,36660
1166,,,True,113.07,109.16,36670
1167,,,True,129.33,100.09,36680
1168,,,True,102.78,108.77,36690
1169,,,True,112.79,99.8,36700
1170,,,True,134.71,100.08,36710
1171,,,True,116.87,103.36,36720
1172,,,True,126.53,111.2,36730
1173,,,True,125.9,83.3,36740
1174,,,True,106.81,83.56,36750
1175,,,True,127.23,101.52,36760
1176,,,True,130.5,104.13,36770
1177,,,True,125.48,114.92,36780
1178,,,True,119.81,99.28,36790
1179,,,True,129.27,105.31,36800
1180,,,True,138.58,107.7,36810
1181,,,True,112.29,99.29,36820
1182,,,True,136.29,107.47,36830
1183,,,True,128.89,103.19,36840
1184,,,True,129.45,100.96,36850
1185,,,True,122.94,108.63,36860
1186,,,True,136.94,103.49,36870
1187,,,True,137.24,103.89,36880
1188,,,True,115.45,107.64,36890
1189,,,True,117.57,102.36,36900
1190,,,True,151.25,104.25,36910
1191,,,True,97.05,73.59,36920
1192,,,True,94.98,102.06,36930
1193,,,True,126.04,108.18,36940
1194,,,True,103.71,101.87,36950
1195,,,True,130.09,110.17,36960
1196,,,True,137.93,103.45,36970
1197,,,True,116.08,112.41,36980
1198,,,True,139.35,110.78,36990
1199,,,True,107.74,114.39,37000
1200,,,True,131.58,109.73,37010
1201,,,True,142.17,220.96,37020
1202,,,True,116.51,109.62,37030
1203,,,True,126.21,112.85,37040
1204,,,True,132.12,111.14,37050
1205,,,True,135.78,112.62,37060
1206,,,True,128.1,99.91,37070
1207,,,True,130.51,110.94,37080
1208,,,True,129.46,111.52,37090
1209,,,True,123.45,109.99,37100
1210,,,True,116.18,106.46,37110
1211,,,True,133.68,111.31,37120
1212,,,True,131.71,102.72,37130
1213,,,True,127.92,108.74,37140
1214,,,True,130.48,111.17,37150
1215,,,True,135.81,84.75,37160
1216,,,True,89.87,103.58,37170
1217,,,True,132.58,73.92,37180
1218,,,True,96.57,104.99,37190
1219,,,True,128.94,109.06,37200
1220,,,True,121.03,107.75,37210
1221,,,True,158.56,110.64,37220
1222,,,True,113.11,113.78,37230
1223,,,True,112.6,106.86,37240
1224,,,True,130.1,110.03,37250
1225,,,True,135.33,111.06,37260
1226,,,True,132.66,113.49,37270
1227,,,True,123.75,113.8,37280
1228,,,True,130.86,110.84,37290
1229,,,True,123.89,104.86,37300
1230,,,True,121.26,107.98,37310
1231,,,True,127.65,116.44,37320
1232,,,True,112.67,108.61,37330
1233,,,True,124.16,94.85,37340
1234,,,True,81.86,78.57,37350
1235,,,True,116.23,112.16,37360
1236,,,True,131.2,102.52,37370
1237,,,True,130.52,111.51,37380
1238,,,True,122.07,114.11,37390
1239,,,True,121.43,110.88,37400
1240,,,True,146.42,111.38,37410
1241,,,True,131.24,111.47,37420
1242,,,True,117.87,115.03,37430
1243,,,True,124.35,102.62,37440
1244,,,True,164.91,106.82,37450
1245,,,True,124.22,109.36,37460
1246,,,True,145.43,92.1,37470
1247,,,True,124.48,112.22,37480
1248,,,True,132.85,105.31,37490
1249,,,True,115.44,111.81,37500
1250,,,True,123.69,111.07,37510
1251,,,True,127.27,105.3,37520
1252,,,True,125.87,114.12,37530
1253,,,True,137.23,113.29,37540
1254,,,True,129.4,114.79,37550
1255,,,True,103.52,111.07,37560
1256,,,True,126.18,109.97,37570
1257,,,True,126.53,110.78,37580
1258,,,True,133.71,110.02,37590
1259,,,True,129.39,100.83,37600
1260,,,True,139.35,113.5,37610
1261,,,True,134.16,111.83,37620
1262,,,True,152.9,107.22,37630
1263,,,True,128.23,105.89,37640
1264,,,True,124.06,121.68,37650
1265,,,True,151.17,117.75,37660
1266,,,True,114.45,106.3,37670
1267,,,True,111.41,110.81,37680
1268,,,True,130.49,114.21,37690
1269,,,True,115.01,113.68,37700
1270,,,True,151.43,111.45,37710
1271,,,True,121.3,114.58,37720
1272,,,True,113.46,111.35,37730
1273,,,True,97.11,99.16,37740
1274,,,True,125.08,76.8,37750
1275,,,True,117.78,115.83,37760
1276,,,True,107.65,177.29,37770
1277,,,True,109.34,98.49,37780
1278,,,True,130.22,105.97,37790
1279,,,True,111.13,79.86,37800
1280,,,True,133.48,113.88,37810
1281,,,True,117.94,106.62,37820
1282,,,True,131.76,118.11,37830
1283,,,True,114.36,105.31,37840
1284,,,True,108.75,111.94,37850
1285,,,True,111.98,117.05,37860
1286,,,True,102.11,106.58,37870
1287,,,True,150.06,110.26,37880
1288,,,True,118.05,88.68,37890
1289,,,True,104.3,101.9,37900
1290,,,True,153.19,109.77,37910
1291,,,True,151.36,118.73,37920
1292,,,True,127.48,107.78,37930
1293,,,True,95.43,116.0,37940
1294,,,True,226.97,112.67,37950
1295,,,True,114.32,110.28,37960
1296,,,True,127.43,106.79,37970
1297,,,True,129.22,107.77,37980
1298,,,True,124.56,103.54,37990
1299,,,True,137.6,117.4,38000
1300,,,True,131.51,101.45,38010
1301,,,True,117.1,111.81,38020
1302,,,True,131.69,103.8,38030
1303,,,True,143.15,96.73,38040
1304,,,True,116.98,108.32,38050
1305,,,True,110.01,115.62,38060
1306,,,True,156.29,114.79,38070
1307,,,True,130.66,107.44,38080
1308,,,True,135.88,102.78,38090
1309,,,True,124.95,104.22,38100
1310,,,True,122.47,91.09,38110
1311,,,True,112.96,98.49,38120
1312,,,True,97.3,99.65,38130
1313,,,True,138.04,112.55,38140
1314,,,True,105.08,102.69,38150
1315,,,True,120.67,96.7,38160
1316,,,True,104.67,101.39,38170
1317,,,True,133.54,99.44,38180
1318,,,True,123.46,109.71,38190
1319,,,True,119.14,102.83,38200
1320,,,True,116.36,98.26,38210
1321,,,True,114.13,89.7,38220
1322,,,True,135.3,100.62,38230
1323,,,True,114.57,100.53,38240
1324,,,True,119.32,108.5,38250
1325,,,True,133.57,103.52,38260
1326,,,True,134.55,118.63,38270
1327,,,True,116.72,108.02,38280
1328,,,True,143.34,111.79,38290
1329,,,True,121.49,115.4,38300
1330,,,True,134.82,109.56,38310
1331,,,True,121.18,114.66,38320
1332,,,True,126.66,115.09,38330
1333,,,True,134.4,112.96,38340
1334,,,True,129.17,109.34,38350
1335,,,True,122.8,112.58,38360
1336,,,True,112.87,110.81,38370
1337,,,True,127.19,112.34,38380
1338,,,True,121.45,106.91,38390
1339,,,True,162.0,114.81,38400
1340,,,True,128.11,107.85,38410
1341,,,True,135.18,102.93,38420
1342,,,True,127.86,114.59,38430
1343,,,True,143.25,104.17,38440
1344,,,True,110.95,111.36,38450
1345,,,True,142.46,118.56,38460
1346,,,True,141.84,109.06,38470
1347,,,True,107.61,119.65,38480
1348,,,True,140.16,111.84,38490
1349,,,True,166.28,114.83,38500
1350,,,True,133.45,117.82,38510
1351,,,True,127.93,111.97,38520
1352,,,True,143.9,107.81,38530
1353,,,True,122.72,113.69,38540
